Date,Price
2024-03-02,1600.0
2024-03-03,1500.0
2024-03-04,1500.0
2024-03-05,1500.0
2024-03-06,1500.0
2024-03-07,1500.0
2024-03-08,1500.0
2024-03-09,1500.0
2024-03-10,1500.0
2024-03-11,1500.0
2024-03-12,1500.0
2024-03-13,1500.0
2024-03-14,1500.0
2024-03-15,1500.0
2024-03-16,1500.0
2024-03-17,1500.0
2024-03-18,1500.0
2024-03-19,1500.0
2024-03-20,1500.0
2024-03-21,1500.0
2024-03-22,1500.0
2024-03-23,1500.0
2024-03-24,1500.0
2024-03-25,1500.0
2024-03-26,1500.0
2024-03-27,1500.0
2024-03-28,1500.0
2024-03-29,1500.0
2024-03-30,1500.0
2024-03-31,1500.0
2024-04-01,1800.0
2024-04-02,1733.3333333333333
2024-04-03,1666.6666666666667
2024-04-04,1600.0
2024-04-05,1800.0
2024-04-06,1525.0
2024-04-07,1750.0
2024-04-08,1500.0
2024-04-09,1433.3333333333333
2024-04-10,1366.6666666666667
2024-04-11,1300.0
2024-04-12,1200.0
2024-04-13,1100.0
2024-04-14,1300.0
2024-04-15,1200.0
2024-04-16,1575.0
2024-04-17,1300.0
2024-04-18,1650.0
2024-04-19,1775.0
2024-04-20,1600.0
2024-04-21,1750.0
2024-04-22,2375.0
2024-04-23,2100.0
2024-04-24,1750.0
2024-04-25,1400.0
2024-04-26,1500.0
2024-04-27,1400.0
2024-04-28,1400.0
2024-04-29,1500.0
2024-04-30,1750.0
2024-05-01,1300.0
2024-05-02,1300.0
2024-05-03,1200.0
2024-05-04,1450.0
2024-05-05,1550.0
2024-05-06,1550.0
2024-05-07,1900.0
2024-05-08,1400.0
2024-05-09,2475.0
2024-05-10,2200.0
2024-05-11,2200.0
2024-05-12,2475.0
2024-05-13,2200.0
2024-05-14,2900.0
2024-05-15,2350.0
2024-05-16,2575.0
2024-05-17,2200.0
2024-05-18,1850.0
2024-05-19,1975.0
2024-05-20,1800.0
2024-05-21,3250.0
2024-05-22,2200.0
2024-05-23,2800.0
2024-05-24,3100.0
2024-05-25,3400.0
2024-05-26,3000.0
2024-05-27,3600.0
2024-05-28,3225.0
2024-05-29,2800.0
2024-05-30,3125.0
2024-05-31,3175.0
2024-06-01,3175.0
2024-06-02,3400.0
2024-06-03,3575.0
2024-06-04,3750.0
2024-06-05,3750.0
2024-06-06,4125.0
2024-06-07,3600.0
2024-06-08,3600.0
2024-06-09,3700.0
2024-06-10,3700.0
2024-06-11,4125.0
2024-06-12,3250.0
2024-06-13,4225.0
2024-06-14,3750.0
2024-06-15,4475.0
2024-06-16,4875.0
2024-06-17,5675.0
2024-06-18,6275.0
2024-06-19,5750.0
2024-06-20,6675.0
2024-06-21,6350.0
2024-06-22,6175.0
2024-06-23,6575.0
2024-06-24,6075.0
2024-06-25,6075.0
2024-06-26,3750.0
2024-06-27,4575.0
2024-06-28,2750.0
2024-06-29,4375.0
2024-06-30,4675.0
2024-07-01,4875.0
2024-07-02,4275.0
2024-07-03,2750.0
2024-07-04,3975.0
2024-07-05,3775.0
2024-07-06,3675.0
2024-07-07,3575.0
2024-07-08,2750.0
2024-07-09,3375.0
2024-07-10,3750.0
2024-07-11,4075.0
2024-07-12,3750.0
2024-07-13,4475.0
2024-07-14,4375.0
2024-07-15,4350.0
2024-07-16,3750.0
2024-07-17,3750.0
2024-07-18,3750.0
2024-07-19,3750.0
2024-07-20,3750.0
2024-07-21,3750.0
2024-07-22,4575.0
2024-07-23,5375.0
2024-07-24,3750.0
2024-07-25,4375.0
2024-07-26,4375.0
2024-07-27,3375.0
2024-07-28,3375.0
2024-07-29,3375.0
2024-07-30,3800.0
2024-07-31,2750.0
2024-08-01,2975.0
2024-08-02,2600.0
2024-08-03,1750.0
2024-08-04,2200.0
2024-08-05,2600.0
2024-08-06,2175.0
2024-08-07,1900.0
2024-08-08,2175.0
2024-08-09,2175.0
2024-08-10,1750.0
2024-08-11,2175.0
2024-08-12,2125.0
2024-08-13,2175.0
2024-08-14,1750.0
2024-08-15,2125.0
2024-08-16,1875.0
2024-08-17,2275.0
2024-08-18,2175.0
2024-08-19,2175.0
2024-08-20,2125.0
2024-08-21,1750.0
2024-08-22,1750.0
2024-08-23,1750.0
2024-08-24,2200.0
2024-08-25,2150.0
2024-08-26,2150.0
2024-08-27,2000.0
2024-08-28,1800.0
2024-08-29,2100.0
2024-08-30,1700.0
2024-08-31,1700.0
2024-09-01,1200.0
2024-09-02,1750.0
2024-09-03,2175.0
2024-09-04,1500.0
2024-09-05,2400.0
2024-09-06,3000.0
2024-09-07,2400.0
2024-09-08,2300.0
2024-09-09,2200.0
2024-09-10,2400.0
2024-09-11,1800.0
2024-09-12,2700.0
2024-09-13,2400.0
2024-09-14,2500.0
2024-09-15,2500.0
2024-09-16,2500.0
2024-09-17,2900.0
2024-09-18,2750.0
2024-09-19,2900.0
2024-09-20,3175.0
2024-09-21,3000.0
2024-09-22,3325.0
2024-09-23,3675.0
2024-09-24,3675.0
2024-09-25,2750.0
2024-09-26,3875.0
2024-09-27,3875.0
2024-09-28,3875.0
2024-09-29,3875.0
2024-09-30,4175.0
2024-10-01,4875.0
2024-10-02,3750.0
2024-10-03,4575.0
2024-10-04,3750.0
2024-10-05,3750.0
2024-10-06,4750.0
2024-10-07,6175.0
2024-10-08,5975.0
2024-10-09,4750.0
2024-10-10,4875.0
2024-10-11,5175.0
2024-10-12,5575.0
2024-10-13,4675.0
2024-10-14,4875.0
2024-10-15,3750.0
2024-10-16,2750.0
2024-10-17,4575.0
2024-10-18,4475.0
2024-10-19,5000.0
2024-10-20,3875.0
2024-10-21,3875.0
2024-10-22,5375.0
2024-10-23,3750.0
2024-10-24,4425.0
2024-10-25,3925.0
2024-10-26,3675.0
2024-10-27,3575.0
2024-10-28,3375.0
2024-10-29,3625.0
2024-10-30,3250.0
2024-10-31,3375.0
2024-11-01,3100.0
2024-11-02,3400.0
2024-11-03,3375.0
2024-11-04,3175.0
2024-11-05,3375.0
2024-11-06,3200.0
2024-11-07,3125.0
2024-11-08,3375.0
2024-11-09,3125.0
2024-11-10,2750.0
2024-11-11,3025.0
